5553729097,5553729097
1715222944,6374958015
7502327237,7502327237
5878659096,5878659096
6070286246,6374958015
5241524439,5241524439
7207477753,7207477753
3939836306,3939836306
3677837702,3677837702
6374958015,6374958015
6166142094,6166142094
5075043883,5075043883
5592619233,5592619233
6785510161,6785510161
6374958015,6374958015
5999256147,5999256147
2368851183,2368851183
5466703690,5466703690
3976552297,3976552297
7519391192,7519391192
2362442805,2362442805
2664086952,2664086952
2212116635,2212116635
1701998784,1701998784
5303508132,5303508132
1753230603,3120073075
5996292548,5996292548
1733547713,1733547713
1719921723,1719921723
1787556973,2212116635
1753230603,3948213969
3515490760,3515490760
6671654339,6671654339
3549846590,3549846590
1228125777,1228125777
1779589380,2063862123
3148193303,3148193303
1392935561,1392935561
2791312843,2791312843
7410301950,7410301950
1299035027,1299035027
2012234115,2012234115
6019913688,2928542557
6707478743,6707478743
7754044517,7754044517
2045248143,2045248143
3060769447,3060769447
7731313341,7731313341
1157012025,1157012025
6575362417,6575362417
6906393530,1283022704
1779589380,1905699530
5655853338,5655853338
3120073075,3120073075
1990518444,1990518444
1751760884,1751760884
7304842414,7304842414
1830895575,1830895575
5905898815,5905898815
1779589380,2212116635
7184435988,7184435988
1779589380,1905699530
2125275521,1283022704
2204177147,2204177147
2002778462,2002778462
1905699530,1905699530
2416953092,1905699530
3948213969,3948213969
2867450270,2867450270
1905699530,1905699530
6248540424,6248540424
7184435988,7184435988
2119588303,1905699530
1631902223,1631902223
5137321710,5137321710
1957541347,1957541347
1594244615,1594244615
5387148457,3120073075
3948213969,3948213969
1116287075,1283022704
2918667695,2918667695
1789111265,1789111265
7184435988,7184435988
2719400483,2719400483
6573634964,6573634964
1683688443,1683688443
1654219217,1654219217
1968333493,1968333493
2063862123,2063862123
1285176487,3120073075
3867129892,3867129892
1183236890,1183236890
3027498587,3027498587
2315580335,2315580335
5645570191,1283022704
2158708434,2158708434
5839934367,5839934367
2565520657,2565520657
6357463293,6357463293
1004911234,1004911234
1909986645,1909986645
1401792697,1401792697
3844635587,3844635587
2279104105,3120073075
1965453805,1965453805
3948213969,3948213969
6558884471,6558884471
6034152784,6034152784
3816580125,3816580125
1753230603,3948213969
2928542557,2928542557
1779589380,1283022704
1099387815,1099387815
2311291825,2311291825
5883821298,5883821298
3031949600,6761794931
2720116597,1569400332
6153196547,5742082394
3056021161,3056021161
1270981865,1270981865
6761794931,1569400332
6295753971,6295753971
6761794931,5300915408
6163140887,1655253920
6996542566,1569400332
1687435060,1687435060
1529124462,1529124462
5381657720,5381657720
1405444722,1405444722
1649287405,1649287405
5565309230,6761794931
1136017321,1136017321
6452790581,3167043694
6017459122,6017459122
5162887596,5162887596
7335311225,7335311225
1915948603,1915948603
2341448571,5742082394
6392235312,6392235312
2545712083,1808813142
6761794931,1933537472
6351066321,6351066321
1936804501,1936804501
7716450591,1808813142
1273653570,1273653570
3743263887,3743263887
6131860702,6188436294
6452790581,1569400332
1724270287,1736287852
7327499786,6761794931
1642737365,1808813142
1772432582,3167043694
6827323662,1569400332
5115416326,5115416326
6798995119,1808813142
5908402930,1808813142
7271039412,1569400332
7654148982,1808813142
2323306502,1933537472
7716450591,1569400332
6454942090,6454942090
5921256891,5921256891
5850327165,6761794931
5934149906,5934149906
7635502521,3167043694
2685546731,2685546731
2932162557,2932162557
1568894815,1568894815
2337419072,6761794931
1377388102,1377388102
1295068392,1295068392
6301684229,5024363913
3276284560,1808813142
1403663224,6761794931
2825049512,3167043694
1563885822,1563885822
5648848684,6761794931
6163140887,7312659495
2973780554,5934149906
1824490017,1808813142
6396494048,6761794931
5487694787,6761794931
7431221032,3167043694
1659342895,1659342895
6452790581,6452790581
1742268381,1569400332
2048773003,2048773003
2805894787,2805894787
1569400332,1569400332
5883310818,1808813142
1621187050,1621187050
3160759155,3160759155
1657738207,1657738207
3228824057,3228824057
2461483493,2461483493
5908402930,1808813142
6601216117,6601216117
6761794931,5934149906
1986103634,1986103634
3951595179,6761794931
6197561761,3167043694
2261708435,2261708435
1274473671,1274473671
2838002765,2838002765
1402327971,1402327971
1731852013,1808813142
1888588251,5742082394
6222251746,6222251746
5328950896,1617539724
5427289163,5427289163
2619573434,2619573434
5993352155,5993352155
6163140887,1911753621
2532811685,5742082394
3926978186,3926978186
1927664737,6761794931
3166288507,1617539724
6197561761,1291352407
7736656312,1569400332
1842581913,1842581913
6761794931,5024363913
2304207484,2304207484
2440755204,5934149906
1820818353,3167043694
7638178741,3167043694
1745897693,1745897693
6545076465,5742082394
7523462139,6761794931
2804670522,2804670522
3760151874,3760151874
5899496454,6761794931
3082714087,3082714087
1044179721,6761794931
6512191935,6512191935
1031636774,1031636774
2825049512,3167043694
7397307397,5742082394
1939273592,1939273592
2219693515,2219693515
2640566193,2640566193
2331489963,3167043694
7762523888,1808813142
6113609204,6113609204
1736287852,1736287852
5091219468,5091219468
5805377483,6761794931
5884594722,5884594722
1729283874,1808813142
1737490661,5934149906
1253412481,1253412481
1370008270,5583288314
5337850524,5337850524
2364904073,2364904073
6506167956,3167043694
2800469572,2800469572
7397307397,6188436294
1729283874,6761794931
7654148982,1808813142
1169756961,1569400332
7505139435,1808813142
5870498135,5870498135
2440670125,2440670125
5316785972,5316785972
5300915408,5300915408
5470007600,5024363913
6519127397,1569400332
7604762820,7604762820
6153196547,5742082394
2006106727,2006106727
2850470924,2850470924
2461855313,3167043694
1911753621,1911753621
7312659495,7312659495
1283763504,1283763504
1161301673,1161301673
3184678112,3184678112
3733980263,6761794931
2230725034,2230725034
1831781400,6761794931
1731852013,3167043694
2613586251,2613586251
2404570682,1569400332
1012403545,1012403545
5288409486,5288409486
6827323662,3167043694
2532811685,6761794931
1617611234,1617611234
5704672577,5704672577
1291352407,1291352407
3183507430,3183507430
1772952051,5934149906
6474272623,6474272623
6761794931,6761794931
7635502521,3167043694
1408051901,1408051901
6393358706,6393358706
6452790581,3167043694
6761794931,6761794931
3127334163,3127334163
2499712150,1933537472
6761794931,1808813142
1012403545,1808813142
1784341241,1784341241
1359668941,3167043694
2135198227,2135198227
6357586033,6357586033
5527711621,5527711621
2808192733,1569400332
2623295055,2623295055
6443672040,6443672040
1194556362,5742082394
1402813500,1402813500
3042453724,3042453724
2825049512,3167043694
2834437967,2834437967
7424177602,7424177602
1672001384,6761794931
6063672066,3167043694
6761794931,1617539724
1935084477,1935084477
1729283874,7749907204
6761794931,6601216117
6319733143,1569400332
2169767133,2169767133
6012767456,6761794931
7654148982,1808813142
3167043694,3167043694
1772432582,3167043694
2601211733,6392235312
7658916419,1569400332
2532811685,1617539724
3874008874,3874008874
5644460232,6761794931
5217167627,5217167627
3803589548,3803589548
1101052533,1101052533
6197561761,3167043694
1419807145,1419807145
1992400253,1992400253
7749907204,7749907204
1599373522,1599373522
1621832252,6761794931
1426780132,1426780132
1729283874,1808813142
1676988851,6761794931
1944597204,1944597204
2119361705,2119361705
6452790581,3167043694
1986103634,3167043694
3167043694,3167043694
2382587407,2382587407
3735363317,3167043694
1390532212,1390532212
1455222697,1455222697
5583288314,5583288314
1671042882,1671042882
6746785874,6746785874
5116284226,1808813142
1274473671,1274473671
3805622238,3805622238
2476180557,2476180557
1403663224,1403663224
2360809753,2360809753
2799670750,2799670750
5514146986,5514146986
5531063110,5531063110
1669341771,1669341771
2592938611,6761794931
6880875539,6880875539
7453218889,1617539724
7453160221,6761794931
5453717943,1569400332
2532811685,1736287852
2746617583,2746617583
7757945964,7757945964
6806128362,6806128362
6579977050,6579977050
5742082394,5742082394
2132199767,2132199767
1696401383,1569400332
6545076465,6761794931
7453160221,6761794931
1115230830,1115230830
1434540504,6761794931
1642119660,1642119660
7448016860,6761794931
1846460603,1846460603
2751869597,2751869597
5747490545,5747490545
1808813142,1808813142
2728025164,2728025164
2011866437,2011866437
7326966808,7326966808
7505139435,1808813142
1416038255,1416038255
5024363913,5024363913
2208960964,6761794931
3295043803,5024363913
7419665697,1808813142
3905916047,3167043694
6121667573,6121667573
2474670604,2474670604
7552334824,7552334824
6444839455,6444839455
1882935875,1569400332
2128045995,6761794931
5622954431,5622954431
7168641353,6761794931
5934149906,5934149906
1655253920,1655253920
3167043694,3167043694
1768213015,1808813142
3003537433,3003537433
6761794931,3167043694
3795364382,6761794931
5467890757,6761794931
5857053089,5857053089
7494353134,7494353134
3266393473,1808813142
5497929562,6761794931
5360073532,5360073532
6163140887,1808813142
5449712019,5449712019
1772432582,3167043694
1831331960,6761794931
2680587791,2680587791
3167043694,3167043694
7654148982,7654148982
5072921468,1563885822
6188436294,6188436294
7396260664,5583288314
5799745229,3167043694
2331489963,3167043694
1958199905,1958199905
1777539767,1777539767
7453160221,6761794931
3822644180,3822644180
2398714731,2398714731
6761794931,6452790581
5885324497,3167043694
6452790581,6452790581
1939273592,3167043694
1655435723,1655435723
5231091474,5231091474
1397565847,1397565847
6484207128,6761794931
5706590704,3760151874
5657813777,1569400332
5408154110,5408154110
2257008791,2257008791
1291352407,1291352407
5260581541,5260581541
1308004184,1308004184
2532811685,1736287852
1225261614,5934149906
7744774913,7744774913
1863835681,1863835681
5648848684,6761794931
6880662613,6880662613
6083738138,6761794931
6864540243,2862667984
6896851050,6896851050
1840550382,1808813142
3046610717,3046610717
6240562493,6761794931
2610418693,2610418693
1254921022,1569400332
1408340074,5742082394
1611341161,6761794931
5653271043,6761794931
7538849063,6761794931
5230204454,5230204454
6761794931,6761794931
2087661821,2087661821
6693056493,6761794931
5883310818,1808813142
6516008542,6516008542
5313829459,6761794931
6929157980,6761794931
7362865200,7362865200
1737731500,1737731500
1406609154,1406609154
2179805525,2179805525
1840550382,3167043694
2862667984,2862667984
6153196547,5742082394
5423660107,5423660107
6761794931,5531063110
2522376577,2522376577
7757548537,7757548537
6761794931,5583288314
1739702352,3167043694
5982168738,5982168738
1941844164,3167043694
2166855907,2166855907
6197561761,3167043694
6142132166,6142132166
7734533825,6761794931
3504977375,6761794931
5819712064,5819712064
2586275822,2586275822
5648848684,6761794931
7720461916,1569400332
6124483220,1569400332
5803734204,5803734204
5921256891,5921256891
1807502487,1807502487
2758205395,3167043694
1917993717,1917993717
5653271043,1808813142
2326882654,2326882654
6795365563,6795365563
5444382078,5444382078
1737490661,6761794931
3839064197,3839064197
1778582110,1778582110
6864540243,6864540243
1593163950,1593163950
3189703940,3189703940
1771420637,1771420637
1402813500,1402813500
5706590704,6761794931
6399811947,6399811947
1846502133,1846502133
1617539724,1617539724
3490049362,3490049362
7555283411,7555283411
7358249528,6761794931
5648848684,6761794931
6761794931,6761794931
1733547713,1733547713
7723144391,7723144391
6896851050,6761794931
5955117056,6761794931
1259948755,1259948755
6124483220,6124483220
5594739340,5594739340
5165463056,5165463056
7217211857,7217211857
3167043694,3167043694
5024363913,5024363913
6761794931,6761794931
5983746952,5983746952
7402004346,7402004346
2331489963,3167043694
1060163601,6761794931
2818990101,2818990101
2276963214,2276963214
1913290813,1913290813
7292699504,6761794931
5653271043,6761794931
5752753966,5742082394
3314759777,3314759777
6905757228,6905757228
2804245907,2804245907
1933537472,1933537472
3759422052,3759422052
1915529831,1915529831
1640748801,1640748801
5657248629,1640748801
7276033692,1640748801
2344102115,3759422052
7200295193,7200295193
5702150666,2792770912
5652664500,5652664500
7285838533,7285838533
1474603600,2792770912
7611899816,7611899816
5702150666,5702150666
2138121587,2138121587
7019466044,7019466044
5645866233,5645866233
7735364415,7456637341
5318451779,7456637341
1852613147,1852613147
5878659096,5878659096
6291494739,1852613147
6468247109,5971393999
7456637341,7456637341
1747490423,1747490423
1136793703,5971393999
1436337120,1436337120
5971393999,5971393999
5971393999,5971393999
6740582062,6740582062
1801395661,1801395661
7677474038,1907491073
2251720531,2251720531
5423143854,5423143854
1804023805,1804023805
7106704044,7106704044
1991207314,2627358565
3269872953,3269872953
6430804910,5713401144
5713401144,5713401144
1096824080,1096824080
3163790254,3163790254
1052656533,1052656533
2627358565,2627358565
5359165743,1907491073
5995478029,5995478029
1907491073,1907491073
1907491073,1907491073
1766146345,1766146345
1441358365,1441358365
1853942944,1853942944
1100690713,1100690713
